1526,4.33,85.61,155818,149344,79389,113686,131704,121040,109234,122780,127903,120977,104035,89112,83948,84706,77107,74103,114536,80405,99085,72665,93773,107728,113172,108154
1527,-22.53,32.52,335787,433439,335250,344093,403633,284799,298915,323881,318383,301298,248196,285485,253386,310571,286395,274371,308438,236451,243075,223538,317437,311394,280602,306224
1528,-16.73,5.30,287133,344820,198296,216644,320896,236571,243531,290830,281561,248639,274098,211278,272687,325884,281766,231176,403618,390007,410436,394638,324550,311111,334033,335413
1529,29.92,-64.40,20595,15852,8934,5595,16429,14239,29360,52072,127794,51559,65063,8648,57856,76114,41149,68676,195437,187324,80655,88042,49962,51245,57493,21330
1530,-24.60,7.34,311109,412591,141357,250039,305397,285184,261212,209901,256838,319293,298809,275918,289848,244352,167960,178804,283724,243894,291315,330765,280609,301153,283562,304459
1531,-1.71,78.63,260585,265125,115925,243146,176732,165833,131137,181850,142660,126347,103888,99468,145877,156697,66199,113241,222534,160273,112590,159952,179432,181608,181604,155313
1532,-22.15,54.85,1289068,1655763,835083,1164624,2122105,1303517,1714970,1197780,1179290,969679,844592,748855,832480,867494,553694,846719,1235183,1015498,892287,1019530,1045547,1102770,1306068,1233207
1535,-11.34,3.22,640253,722161,798706,653089,846577,846632,902626,793878,746497,705915,704875,650920,620260,815449,636646,566085,924870,738463,576022,731146,822978,664797,651676,804008
1537,-5.30,21.30,611767,646022,433990,615961,677979,590004,616113,624602,597914,614533,587949,595517,504349,630694,554416,519466,685401,623706,677632,660321,677723,592362,677810,671628
1538,-35.89,-33.59,18568,28964,15187,17124,25358,28526,23851,15721,25726,25752,24974,21988,27959,20187,11786,23464,34906,26513,25008,34920,30659,35005,36570,33394
1539,12.17,54.34,243445,217037,189094,209247,236566,214757,276238,215803,198573,206821,163862,168045,157734,189668,101242,164226,175847,159709,160369,186804,117691,182674,193732,188676
1540,4.22,638.98,42144,40439,32908,45257,52907,28090,37804,19435,22063,21026,15138,9169,5703,26825,32749,40196,50844,56957,51323,40192,66687,54048,52815,67544
1541,0.05,16.25,475146,474909,315416,489059,548903,496968,464634,530327,408445,513506,425913,361394,408741,368476,329264,415373,258998,255239,363278,360272,417530,412859,339796,497220
1558,-14.27,58.49,800381,933640,630647,980933,559730,692204,678115,701611,815229,735104,696273,413366,504995,491547,340150,337493,466060,344224,455609,722020,668805,614867,608731,442559
1560,-7.91,6.71,480526,521795,470114,472827,469077,437013,420808,420571,432477,439426,443332,413221,450328,420382,412201,395279,390317,419284,420369,403026,403594,410086,398242,388228
1583,-14.28,39.71,594390,693407,324817,488443,516599,475291,427442,435996,437724,482880,539679,418300,425438,458899,250973,334189,487472,435125,553453,525606,421692,609644,503454,602068
1597,4.99,24.06,161737,154057,129093,135504,131541,113647,107479,113151,121215,113076,132301,128609,130375,119633,89248,81609,99918,97093,103088,94215,112735,114924,109051,110818
2049,3.51,28.01,2236269,2160488,1865920,1965642,2124419,2044943,1977041,2007872,1819821,2041883,2011222,1861385,1746884,1356937,1217899,1039231,1328411,1278641,1407133,1373108,1572389,2116093,2083933,2044873
2241,-1.41,21.10,85375,86599,68989,82183,82425,80176,76645,77810,67776,58962,58737,61370,70499,77241,67235,68394,64333,60117,76793,68534,76422,75451,74520,67528
