1215,-468,62,49,99,10,-1,12,17,85,22,12,9,26,-6,-13,-60,-6,44,-8,5,4,18,-4,18,2,21,-24,95,26,160,-7,375,22,-58,23,-91,-263,-20,75,2
1216,43,343,281,1430,68,-125,-27,-26,699,-36,11,21,-11,-33,-246,6,-4,474,119,-17,-49,-111,67,-10,3,23,-20,-56,21,258,-79,70,-13,-208,-4,-36,97,-130,184,-50
1217,0,0,0,0,0,-11,-1,0,0,0,0,0,0,0,0,0,0,-5,-1,0,0,-6,1,-80,-82,50,150,17,30,0,0,0,0,0,0,0,0,0,14,0
1218,-4,-7,0,-3,-25,-20,-7,-6,-3,0,-11,-7,-3,-1,-25,-20,17,-4,-2,0,0,-5,-6,-2,4,-14,-11,4,-78,71,-111,68,-131,-16,153,34,6,-11,-76,-101
1219,0,0,0,0,0,-6,-1,0,0,0,0,0,-8,0,0,0,0,-4,-1,0,-1,-2,8,3,5,0,0,2,1,2,-4,-1,0,-2,0,0,0,0,2,0
1220,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,8,-18,30,5,138,0,87,-26,58,0,0,0,-0,0,1,0
1225,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0,5,0,-2,0,0,0,0,0,0,0,2,-2
1227,10,24,14,294,3,-26,-9,-0,-1,0,0,4,2,2,0,2,0,-6,-1,-3,-2,1,9,0,3,2,1,-61,-4,124,147,-3,306,-3,0,0,-2,-162,-218,74
1229,11,50,23,407,4,-35,-13,-4,296,11,0,4,-4,-4,-34,0,1,198,-3,-3,0,-15,42,-0,-2,2,-5,14,7,17,-15,-43,0,-55,-0,0,-8,-39,12,0
1231,0,-4,9,0,0,-3,-1,0,0,0,0,0,0,0,0,0,0,-2,-1,0,-1,-1,1,0,-1,0,0,1,7,-0,0,-2,1,-6,-2,0,0,-13,4,-2
1232,0,0,3,51,-11,-4,0,0,36,1,0,0,-1,0,-16,0,0,26,-2,0,0,-12,7,0,0,0,0,2,2,4,-4,0,-15,13,0,0,-0,1,2,15
1233,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,-4,-21,0,0,0,-0,0,0,0,0,0,-3,0
1234,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,14,9,36,0,0,0,0,0,0,0,0,4,0
1235,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,-2,0,0,0,0,0,0,-2,0,0
1236,-8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,-0,0,-0,-5,-5,5,0,0,0,0,0,1,0
1256,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,-2,0,0,0,0,0,-1,1,-1,0,0,0,0,1,-1
1301,28,386,283,1576,50,-202,-774,-85,1171,14,-11,-2,-1024,-174,122,86,103,737,84,606,355,-80,152,142,-281,11,-302,-14,466,207,176,-253,-694,-5288,93,3301,1271,200,1722,-343
1303,82,464,358,2212,109,-358,-596,-28,1078,74,-11,72,-503,-274,-11,-166,111,829,150,73,69,-103,91,-5,145,126,-307,-156,353,199,-778,-41,-133,-727,-74,-415,-108,-371,109,-513
1304,30,-55,252,-78,107,-281,-84,-37,539,13,-10,-23,-62,-29,-119,-91,69,75,-757,60,478,-23,375,-302,-164,30,-16,140,78,-175,-1,-289,-248,-554,-30,-174,-32,11,-952,268
1305,280,-40,202,-47,34,-80,-147,152,44,40,-44,-129,-143,95,4,107,73,57,-27,-52,75,112,-5,41,-566,128,-14,46,438,-50,82,-48,-153,-146,44,-334,-573,145,-484,-578
1307,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,80,0,39,0,0,0,0,0,0,0,0,0,-0
1308,16,-228,474,73,410,15,-83,40,173,-20,8,-58,-13,-105,16,-119,-120,-1,219,45,111,81,-15,-14,38,-50,126,91,111,-133,14,-86,-193,-1,12,-160,-483,356,-680,163
1309,667,-327,464,-99,161,-22,-185,-11,252,-66,73,72,-33,-3,-70,-40,-3,85,-5,20,-15,13,-54,83,-93,212,13,-54,350,-95,-75,-14,-435,-62,2,-410,-213,267,-435,-401
1310,24,15,17,322,-16,-129,-92,-60,253,-3,-36,-75,-83,-213,301,85,144,198,77,47,8,-15,-49,132,56,16,20,54,20,-170,-11,-148,-380,-203,499,-71,-183,244,-353,-122
1312,760,-284,-371,469,-34,-519,-274,-245,-503,-54,269,-633,306,-373,1081,59,1256,1224,340,248,362,163,348,594,97,199,249,-1215,-63,-1134,184,115,-1504,-324,-530,-898,-75,1096,-4494,-367
1313,306,-130,199,-30,184,-295,-209,58,302,-9,-46,-221,-288,-347,-604,988,558,440,453,117,216,39,12,84,86,-73,-96,136,256,-204,1,-539,-662,-556,350,-264,-83,-61,-940,-617
1314,99,88,732,1376,2276,-1087,-1360,366,1062,-143,-283,-301,-2114,-116,-1052,-451,221,4593,1375,253,158,5,-317,386,173,-85,-263,-2992,1854,-3931,-162,-1936,-4896,-2835,2721,-4800,-2290,-355,-9952,6446
1315,0,0,0,0,0,-5,0,7,-2,0,0,0,0,0,1,0,0,0,-1,0,-12,0,-13,0,0,-0,-1,-1,2,1,0,-1,-2,0,0,0,-2,0,-1,-1
1316,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,2,1,0,0,32,48,0,50,0,1,1,-1
1319,-2,21,10,209,1,-397,-265,-290,15,4,-1,1,103,-1,-1,-0,1,73,-1,-2,-0,-5,17,61,-3,1,-2,1,3,7,-18,-153,-299,-29,-288,-2,2,3,41,-14
1321,0,0,0,0,0,-4,-1,0,0,0,0,0,0,0,0,0,0,-2,-1,0,-1,-2,0,10,-1,0,0,0,3,1,0,-1,1,1,0,1,0,0,1,0
1323,0,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,-12,0,-30,0,43,1,0,0,-5,0,5,0
1324,0,-0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-5,0,-23,0,0,1,0,-1,-3,4,0,0,0,0,0,0,4
1325,1,-51,50,-3,-5,-15,-32,-47,57,-17,-19,-26,7,-28,-5,8,-63,108,33,-32,-1,234,45,-30,-100,-27,-107,118,-67,3,498,0,-31,299,-9,0,-5,13,6,-9
1326,41,385,258,1474,63,-193,-93,-6,746,22,-14,29,-692,-51,111,0,11,233,79,-102,-2,-328,87,-1,6,-147,-121,53,580,-28,108,7,-395,-933,-137,-112,769,288,165,-4
1337,0,0,0,-1,0,-4,0,0,-3,0,0,4,0,0,0,0,0,-4,-1,-1,0,-2,0,0,0,0,0,-1,6,3,-111,-4,147,0,0,2,-1,-1,5,2
1338,0,0,-0,0,0,-1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,-8,0,0,-25,0,-21,0,-5,0,0,0,0,-1,2,0
1339,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,-1,0,5,0,3,0,0,0,0,0,0,1,0
1340,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,0,-1,-1,0,0,0,0,15,1,104,1,0,0,0,1,0,-1,0,1,0
1341,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
1342,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-10,0,-4,-5,1,-8,-5,-5,-9,-8,-5
1402,54,285,227,1867,-14,-460,-476,-38,10,-10,30,-134,-15,-219,-21,-43,-52,172,16,5,120,130,-12,-116,-45,90,-54,-66,261,-51,-107,-86,-627,-1056,662,253,378,234,146,-1030
1409,570,-439,691,279,936,-563,-289,226,394,4,-87,-149,-440,38,-164,22,-74,577,939,-64,39,-14,123,36,113,408,-76,755,117,-214,-274,-570,-2232,88,770,-184,111,695,-867,557
1410,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-3,-3,0,0,0,0,0,2,1,0,0,-2,0,0,0,-0,0,2,-2
1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
1414,0,0,0,0,0,0,0,-4,-10,0,0,0,0,0,0,0,0,-1,-0,0,0,-0,0,-0,0,-12,0,0,2,1,-79,-5,85,0,0,1,-1,-1,4,-1
1416,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,1,0,-4,4,0,0,0,0,0,0,0
1417,0,0,0,0,0,-3,0,0,0,13,0,0,0,0,0,0,24,-8,-1,5,0,-44,0,-3,2,0,0,1,116,4,-62,-9,94,-0,0,0,-0,1,12,-2
1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,-2,0
1419,0,0,-0,0,-0,-5,0,0,0,0,0,0,0,0,0,0,0,-6,0,-1,-2,0,0,-1,0,-1,0,-1,-4,2,1,0,0,2,0,0,-1,0,3,0
1423,0,0,0,0,0,-1,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0,-18,1,-1,2,1,-18,-10,13,3,12,0,0,0,2,0
1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1434,16,73,26,685,221,231,18,91,548,77,124,133,134,102,199,0,15,158,-191,10,-3,100,328,31,307,109,87,39,91,1023,304,649,833,1054,0,33,83,701,918,123
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-5,0,-12,2,-1,0,0,0,0,-3,3,0
1437,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,1,-17,0,19,1,0,0,0,-1,4,1
1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,0,0,0,0,0,-1,0,0,0,0,0,0,0,-0,0,0,0,0,-1,0,-1,0,0,0,-0,-8,0,0,1,1,0,0,0,0,0,0,0,0,-0,0
1440,303,-453,-49,267,331,47,-140,179,859,120,72,-872,390,481,204,-610,-427,495,60,437,-127,-15,419,-4,294,-56,-198,-657,959,-151,-569,-146,-3183,-76,1838,-372,-1128,-3069,-2125,598
1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,3,0
1442,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,-3,0,0,-2,0,0,-1,-3,0,0,0,-1,0,1,3,2,-1,-3,-4,-5,-5,0,0,-7,1,2
1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
1444,6,-217,351,11,-3,-261,-60,-29,-84,-260,357,-169,-19,-84,45,-295,418,56,53,81,80,-40,-6,94,245,164,92,119,-115,-500,-173,-731,-758,-622,724,-759,-659,476,-1323,913
1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-1,2,1,0,-20,20,-0,0,0,0,-0,2,0
1446,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-13,-1,0,0,1,1,-10,1,10,0,0,0,0,0,0,0
1447,-39,-99,150,-5,-8,-187,-220,9,-28,-15,-6,-245,-24,35,200,-200,445,-8,-2,5,0,-9,-7,-15,103,270,50,199,111,-212,-701,-464,-236,-252,74,43,-134,228,-282,376
1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-7,0,8,0,0,0,0,1,0,-1
1451,0,0,0,0,0,-0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,5,-1,3,1,-67,-11,78,1,0,1,-2,0,3,-1
1452,0,0,0,0,0,-2,0,4,0,0,-4,0,0,0,0,4,-50,-2,-174,0,4,-4,4,219,0,-2,11,4,127,1,-283,-1,-98,8,0,30,0,60,71,-12
1453,0,0,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,2,0,1,4,0
1454,0,0,0,0,0,0,0,-38,-5,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-3,3,0,-0,-2,3,2,-7,-3,9,0,0,1,-1,3,1,-0
1455,642,8,25,-14,14,-713,0,100,0,0,0,0,200,0,0,500,0,-5,-1,-121,0,-97,141,72,0,-2,-55,55,-1,-12,0,0,-70,-300,373,-2,2,1,-27,-2
1456,0,-3,0,0,0,3,-22,0,-11,-0,0,-3,0,0,0,0,0,0,3,0,0,0,0,-0,5,0,17,38,61,0,96,-2,-3,2,0,0,0,-35,1,0
1457,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,-435,-158,4,1,-251,-0,-824,-2291,-2267,-647,-707,-322,-966,-40
1459,-5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-16,0,0,0,-1,17,0,0,0,0,0,0,0,0,0,0,0
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,-86,0,0,0,0,-87,0,-1,1,0,173,0,0,0,0,0,0,0,0,0
1463,0,0,0,0,0,-2,0,0,0,0,0,0,-0,0,0,0,0,-6,0,0,6,0,0,0,0,-21,0,0,0,1,1,0,0,0,0,0,0,1,2,0
1464,0,0,0,0,0,-7,-3,0,0,0,0,0,0,0,6,0,0,-3,-1,-1,0,-2,0,0,0,-6,0,0,3,2,1,-1,1,0,0,1,-1,0,6,0
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
1466,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-1,2,0,0,-0,0,0,0,0,0,0,-0,0
1467,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,27,0,-0,21,0,0,0,0,-0,2,0
1468,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1470,-1,0,0,1,0,0,0,0,0,0,-2,0,0,0,0,2,0,0,0,0,0,-0,0,0,-2,-15,0,-9,0,0,0,0,-4,1,0,0,0,0,0,-4
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0
1473,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,-2,0,5,1,48,1,1,4,1,0,1,-1,0,17,0
1474,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-3,3,-253,0,0,0,0,253,0,0,0,0,1,1,-6,-36,42,1,0,1,-1,-1,4,-2
1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,-30,19,4,24,37,-70,-18,85,90,6,-3,-9,16,27,2,70,34,11,9,30,5,-18,-5,-16,43,8,-5,31,65,-36,1,-163,-195,-46,165,54,98,-33,-5,-18
1477,-14,40,-7,19,161,-166,-23,229,14,42,-5,29,-334,6,41,-1,158,112,-37,55,21,-6,63,-19,7,77,63,-7,124,20,-16,-250,-311,82,87,66,55,130,-144,4
1503,2,21,9,177,2,-11,-4,-2,105,4,0,3,-2,-4,-17,0,0,83,-3,-1,49,37,20,0,-2,0,-1,5,4,2,-10,-7,-1,-9,0,1,-4,-9,13,0
1504,15,112,39,736,7,-349,-311,-313,425,35,3,-11,5,0,-22,-40,0,335,-5,-15,6,-30,67,-24,10,-6,-5,-62,11,-4,-39,5,8,15,-16,35,33,64,107,14
1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,0,12,7,139,1,-10,0,-1,80,2,0,0,-2,-2,-1,0,0,62,0,-2,0,-5,15,1,-1,0,-1,3,3,3,-5,-3,-1,-43,0,-19,-1,-13,12,0
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,-37,-212,-202,47,1344,-149,-261,53,84,-3,-4,46,-66,-0,-127,85,4,-38,24,23,-41,-56,-188,334,-562,49,-147,282,526,-177,-32,46,-911,-372,-45,-429,568,71,-1321,-368
1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-24,0,0,3,1,0,1,0,0,0,0,0,0,2,0
1515,-368,466,23,39,-30,8,50,3,2,-32,-15,-174,109,-37,4,21,37,7,36,-11,-28,23,49,8,-1,78,1,10,80,-75,-14,-14,-65,-131,-26,31,-166,-19,118,-14
1516,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,0,-1,2,0
1517,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-25,0,-22,0,-0,-0,0,-0,-37,-0,1,26,1,-9,0,1,0,-0,0,8,-1,2,-13
1519,9,13,1,-2,-3,-27,-13,-1,12,11,8,1,-2,0,-17,3,-3,-6,-12,18,2,-2,2,4,0,-0,-7,13,33,-5,-27,-21,-106,-332,210,-8,55,-39,-70,19
1521,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,-0,0,1,5,-26,28,0,0,0,-1,0,1,0
1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,-1,0,-8,0,-2,0,0,0,-4,-10,-12,5,1,1,0,1,-1,0,0,0,0,3,12
1524,0,0,0,0,0,-3,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-4,0,-6,0,0,0,0,-59,1,0
1525,0,0,0,-0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-15,0,0,-3,0,-5,0,0
1526,0,0,0,-4,-1,-1,-1,-8,-16,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,-2,2,0,0,0,0,0,0,0
1527,-9,-1,0,0,0,-7,0,0,-13,13,0,0,0,0,0,0,0,-1,-1,0,-1,0,7,0,0,0,0,0,1,3,0,0,0,-83,0,0,0,0,2,0
1528,0,-0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,-0,0,-0,-0,2,1,2,-66,65,0,0,0,0,-1,2,0
1529,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,-31,31,0,0,-0,0,0,0,0
1530,0,37,-0,0,0,-16,-16,-17,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,3,0,-11,0,0,0,0,0,-32,33,0,0,1,0,0,1,0
1531,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,-23,8,0,2,1,-10,0,10,5,0,1,-1,-1,2,0
1532,0,0,0,0,0,-4,-7,0,0,-0,0,0,0,0,0,0,0,-2,-1,-1,-1,-3,0,-0,0,-2,0,-9,4,10,-0,-1,2,11,-1,18,1,0,2,0
1533,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1535,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-12,-5,0,1,1,0,0,0,5,0,0,0,0,1,-4
1536,-39,98,56,280,-11,14,-58,-48,100,2,-43,25,-31,17,-33,15,-28,10,-11,3,4,32,43,10,35,4,-3,-11,3,-32,-23,-11,-73,-79,-66,69,2,-7,-26,-58
1537,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,-2,0,0,0,0,-3,3,0,0,0,1,0
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,1,0,1,-1,0,0,0
1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-4,-16,-5,28,1,0,1,-1,-2,3,0
1541,0,0,0,0,-1,-19,0,0,2,0,-0,-1,-3,2,0,0,0,-1,0,0,0,0,-2,-4,0,1,0,0,0,-0,2,2,8,0,0,0,0,9,0,0
1558,1,1,2,0,0,0,-1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,2,-1,6,-4,-6,2,0,-4,3,-1
1560,69,0,0,1,0,-5,-3,-69,0,0,0,0,-1,-1,-2,-1,6,4,2,0,0,-1,-1,0,-1,-1,0,1,1,-12,-2,-3,-11,-20,0,1,-2,-2,-9,-26
1568,0,0,0,0,0,-2,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,1,-1,-11,0,0,0,0,-10,1,0
1582,0,0,2,33,0,-2,-1,1,21,2,0,0,0,0,0,-1,0,13,2,0,1,-1,3,3,0,0,0,-0,5,1,0,1,-12,-8,0,1,1,0,1,2
1583,2,-21,-2,21,0,-2,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-7,0,0,-8,-6,1,0,0,5,0,-7,0,0,0,1,0
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-21,21,-3,-0,0,-1,1,0,0
1589,-13,3,4,2,18,-52,-50,-4,-11,-12,-10,-5,4,-18,-44,25,1,-9,7,6,2,-4,-12,5,2,4,-17,14,50,-185,22,-40,-103,-136,190,-27,102,7,-297,290
1590,0,-36,10,107,-0,-1,6,13,25,6,-11,21,-3,-11,11,2,2,11,3,-2,-0,2,-1,-5,10,6,-7,2,46,-6,-8,4,-52,-65,-7,64,2,-29,-22,-102
1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,3,-28,43,30,17,51,15,-2,-1,-2,-4,0,-2,0,-9,26,0,-16,56,0,7,0,0,1,10,3,0,-0,0,-3,-2,-10,-13,-9,0,14,0,-37,-41,-11
1598,-22,93,80,15,25,-20,20,12,32,38,3,-8,82,7,6,1,-3,10,-1,-1,-1,-23,3,14,5,19,-3,2,4,-41,5,-7,-49,-43,0,8,5,-13,-79,2
1603,-1,0,0,0,0,0,1,-10,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,-2,2,-2
1604,-6,24,0,0,0,-8,-5,2,0,-1,1,1,-2,0,-10,12,0,-2,-1,-7,-30,31,1,-18,0,-16,-15,-30,52,10,-54,56,-16,-3,-5,8,-40,-2,-41,4
1605,2953,517,313,1236,136,-173,-314,-220,-54,1449,83,58,-285,-157,-90,-4,-200,721,147,206,1256,355,278,-322,161,-35,-977,-506,199,-619,-206,-1651,-3069,-2580,2869,799,696,300,-1760,24
1608,0,0,0,-1,-42,-22,-2,0,-238,28,-12,-121,-30,-4,0,-10,0,7,-2,28,-5,-23,0,-64,-13,-1,7,1,3,-79,-62,-1,-165,-64,-7,-13,146,-18,-57,-19
1609,1498,-571,600,-100,640,-131,-349,2,-160,272,-270,-89,-216,184,-136,-180,-161,158,-128,169,270,-284,189,-263,-55,-395,-1218,843,157,-991,-757,-897,-566,-665,1455,579,124,113,-312,572
1611,-30,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,-4,-12,-106,2,1,-70,36,0,-15,1,-6,-26,3,1
1612,27,-58,281,0,69,-109,-7,-78,-28,93,67,-32,0,0,-5,-15,57,-4,0,39,1,-3,0,14,32,-1,7,27,5,-57,-11,-111,-81,-176,-18,-101,-53,193,-135,-50
