stockNum,thisMonth,monthIncreasing,yearIncreasing
4533,280692,-30.67,-2.57
4534,108472,-4.18,50.34
4535,219048,-20.41,148.49
4538,33456,-6.60,2.63
4543,82506,-8.98,15.74
4549,114851,-2.34,31.55
4550,130965,65.27,15.37
4561,110307,-16.43,54.32
4563,134898,-12.86,-20.70
4568,107454,9.61,38.99
4580,205842,22.86,-10.78
6122,130577,9.30,-14.17
6425,127028,55.61,20.27
6603,373415,-0.75,94.26
6609,214209,1.40,9.26
8027,147108,-41.09,34.81
8083,217572,3.51,50.01
8107,80347,-19.46,452.28
8255,302588,-20.37,60.14
9951,426474,-4.45,82.38
2061,97990,-1.06,73.75
4609,17782,66.93,10.85
1742,18137,-56.67,-73.67
4702,116580,-10.95,22.97
4706,123618,-24.04,25.23
4707,116757,-24.24,79.26
4711,135632,-4.24,206.59
4714,65119,28.16,543.78
4716,69205,-31.50,42.54
4721,290275,11.55,29.11
4741,54580,10.62,78.85
4754,31068,19.84,-7.20
4767,109766,7.84,21.87
6506,192605,-10.26,12.87
6509,378066,-10.37,14.17
1565,400742,-17.55,-2.71
1593,117827,33.92,93.43
1752,139485,-13.17,-7.30
1777,71120,-26.69,-30.52
1781,81691,-10.46,27.94
1784,84125,1.68,32.96
1788,295989,-6.95,-1.19
1799,12589,-70.75,-50.02
1813,46468,13.14,244.41
3118,52384,-17.09,3.71
3176,64173,-12.67,9.10
3205,51207,2.17,5.87
3218,230168,12.27,57.79
4102,47437,5.94,43.37
4105,353723,9.60,-0.64
4107,133446,-10.80,-8.97
4109,17234,-12.36,15.95
4111,85904,8.61,-2.57
4114,250212,-6.16,2.83
4116,95311,-24.98,-8.74
4120,340498,-26.06,-27.32
4121,281977,-10.77,1.80
4123,50046,9.81,20.10
4126,163524,-21.29,-5.00
4127,39439,-10.68,10.09
4128,122641,-13.33,-18.44
4129,234689,-12.12,102.21
4130,31028,-11.18,-19.75
4131,7078,-14.54,55.56
4138,96343,8.88,20.07
4147,56912,548.05,-17.66
4152,4895,-83.23,11.68
4153,51237,12.73,-26.92
4160,43908,-8.96,23.43
4161,58420,-13.39,67.59
4162,19801,-74.97,20.62
4163,181483,8.38,4.95
4167,147188,-3.50,8.70
4168,0,-100.00,-100.00
4173,70212,-9.35,-31.61
4174,530,66.66,-99.11
4175,510081,-3.00,13.64
4183,28384,-4.25,-21.71
4188,5657,30.28,8.57
4192,463,43.34,-2.73
4198,7149,-8.48,-32.47
4726,33077,-58.80,-37.03
4728,74545,-37.38,37.75
4735,314605,-6.90,340.97
4736,330094,-23.65,-48.00
4743,1721,-62.25,-93.94
4744,60217,-38.79,-29.88
4747,32295,-4.46,-14.18
4911,1733,-43.10,225.14
5312,254599,-6.80,23.73
6130,9331,2.94,-17.70
6242,50889,32.28,172.80
6446,29974,-8.91,2675.37
6461,1930,-62.79,-55.54
6469,808680,-1.01,24.11
6472,414039,-23.90,282.33
6492,50,0.00,0.00
6496,114725,-7.71,-12.37
6499,47253,-10.00,0.72
6523,85237,27.19,145.10
6527,61898,-11.74,271.91
6535,2164,3036.23,-2.16
6547,0,-100.00,3143
6569,75896,-28.06,-37.02
6574,84922,26.83,25.40
6576,92,-99.87,72116
6589,115940,39.74,29.74
6612,32879,9.48,15.16
6615,40284,-12.52,-1.46
6649,2737,50.30,336.52
6661,26213,43.67,-15.64
6662,24982,19.14,25.38
6703,102283,-21.05,0.71
6712,24002,23.32,527.01
6733,692,22.69,1674.35
6747,50226,-36.28,24.35
6762,42709,-10.41,1.17
6767,12236,9.83,10.62
8279,123970,6.21,-1.92
8403,291045,-6.06,-3.30
8409,9684,28.93,10.00
8432,35077,-9.82,3.83
8436,800797,-1.06,9.10
2035,1175614,-9.96,57.82
2063,99524,-9.24,13.98
2064,206310,-12.13,56.77
2065,233964,-21.76,22.82
5009,605890,-8.13,-5.95
5011,267796,-0.72,276.02
5013,744995,-4.50,75.51
5014,1595293,-1.17,47.53
5015,202986,-1.62,26.56
5016,230423,-13.01,15.55
6248,398957,16.53,34.04
8349,827044,-9.18,94.64
8415,1659696,-6.75,41.04
8930,100729,-10.73,44.11
9962,159499,20.17,-18.98
5102,50308,-32.67,-2.95
3073,1558,-33.36,-68.32
3105,2024120,1.76,0.52
3122,56456,1.92,32.79
3141,186991,1.32,152.61
3169,87136,-1.10,36.92
3219,162096,4295.22,1803.87
3227,858687,0.07,47.62
3228,73076,9.83,231.75
3259,50036,-12.10,-1.73
3260,3602398,7.42,74.03
3264,941468,7.31,28.39
3265,235186,4.22,23.80
3268,113515,1.81,85.64
3317,243898,-6.44,-0.86
3372,161003,7.59,64.34
3374,444890,-29.00,-6.74
3438,142069,7.81,47.71
3527,262095,9.88,145.19
3529,324995,519.98,34.33
3555,748,-45.79,-96.90
3556,129511,-4.18,0.41
3567,35573,2.98,18.00
3581,123732,33.29,24.71
3675,170263,5.58,17.58
3680,166098,-29.64,-31.49
3707,568283,2.91,15.01
4945,44307,-31.61,29.32
4973,285674,-18.51,23.07
5272,50404,2.14,69.01
5274,282572,8.53,3.29
5299,222811,3.91,19.54
5302,4297,-44.99,227.01
5314,1677,-48.57,-3.84
5344,32120,-9.90,28.67
5347,3170821,-11.52,22.65
5351,401137,4.64,26.12
5425,1096440,0.30,27.00
5468,12034,-6.38,-12.08
5483,5561509,-10.06,14.86
5487,35993,11.44,-11.82
6103,1764,-44.90,57.50
6104,257489,7.49,9.04
6129,120859,-3.67,31.51
6138,535509,5.03,26.32
6147,2272739,1.41,31.53
6182,821871,0.20,34.40
6198,94,-95.29,-95.44
6223,487697,9.79,-6.30
6229,182898,16.59,7.85
6233,36909,-4.46,10.16
6237,146429,6.77,267.38
6261,508500,10.13,76.97
6287,110480,-12.94,8.51
6291,14485,-7.99,14.41
6411,304253,-11.28,38.86
6435,246238,-2.35,20.95
6457,126216,-15.35,10.29
6462,340390,-8.10,-34.88
6485,140181,10.76,139.20
6488,4996406,-12.38,16.02
6494,192811,13.85,108.39
6510,353624,0.63,3.08
6532,36493,-4.46,-33.88
6548,977240,-0.82,21.29
6568,96282,-8.26,120.10
6594,37844,11.35,-15.65
6640,153191,14.43,245.39
6643,70347,-7.89,16.80
6651,137547,11.68,34.11
6679,224746,5.42,59.89
6683,128242,-6.76,32.09
6716,62633,-8.40,1.84
6732,547085,22.66,30.23
7556,37372,2.40,18.38
8024,62979,49.86,43.04
8040,89076,21.48,12.29
8054,148632,-4.82,139.31
8086,374485,0.95,35.38
8088,145156,-13.48,40.00
8277,34891,-40.76,47.88
8299,5090578,-1.58,42.22
1569,279510,-28.34,-51.37
3071,217454,13.43,8.11
3088,351539,-15.20,2.55
3211,1808087,-5.78,-3.76
3213,248885,-3.31,19.65
3272,368554,-7.10,-7.65
3287,66229,23.31,86.68
3323,1082219,-21.36,-3.39
3325,154729,-24.84,0.35
3479,373474,-11.19,19.05
3483,559643,-5.31,-0.79
3521,23366,2.28,59.96
3540,417494,0.14,38.70
3577,93267,-2.02,56.83
3594,134937,11.09,1.42
3611,603712,0.00,27.41
3625,197155,-3.12,-6.08
3652,177669,-22.41,15.30
3693,263398,-9.57,22.33
3709,1603081,-15.89,-11.81
4931,103394,7.83,-43.68
4987,106947,8.06,63.88
5289,857087,6.88,18.31
5356,326132,-16.22,7.05
5386,187826,9.48,26.27
5426,135679,-12.22,-19.62
5438,197278,-15.38,164.52
5465,508158,-6.98,1.95
5474,198704,68.81,33.75
5490,82852,-42.44,-38.45
6121,7943637,0.95,25.04
6123,505532,-0.02,65.32
6150,707244,1.66,281.33
6160,87069,-28.46,21.00
6161,127424,0.89,35.98
6188,881907,-13.43,11.51
6228,4099,-69.76,-31.23
6276,116913,-17.57,16.34
6441,321343,224.52,344.97
6570,70533,5.75,44.91
6577,109013,-12.91,-23.59
6680,29052,-3.79,48.82
8050,700367,74.13,142.55
8076,177757,-6.91,4.14
8234,444858,-8.64,-14.80
8410,111006,-8.35,5.76
3066,40344,0.98,41.48
3128,64457,-12.17,-26.26
3230,139387,4.01,22.72
3297,19589,23.04,13.17
3339,90274,12.17,70.12
3362,341543,7.80,17.51
3434,61214,-10.05,84.76
3441,36412,6.78,8.42
3455,189353,9.13,75.82
3490,42795,31.09,38.19
3516,64469,34.91,0.51
3523,19305,-10.55,20.89
3531,169592,19.61,15.49
3615,117016,11.60,114.43
3623,26766,-2.46,-12.53
3630,257284,-5.57,13.95
3666,168865,-4.31,20.14
3685,97106,-29.13,56.67
3691,662185,0.25,26.77
3713,38625,-14.10,868.77
4729,113834,25.70,9.97
4933,262548,7.85,34.21
4944,46239,9.92,50.55
4972,68897,-21.67,-2.57
4995,85859,-8.69,-2.19
5220,71449,-0.48,-32.95
5230,101964,-0.17,15.27
5245,121926,-8.27,-11.04
5251,11273,-42.25,-39.80
5315,182363,0.56,57.70
5371,3753779,-2.81,13.45
5392,951157,-8.24,7.91
5432,3242,-63.26,37.54
5443,489197,6.33,126.69
6125,379467,10.72,18.66
6167,133596,1.70,4.43
6222,46151,61.57,1.27
6234,75072,6.98,7.05
6244,481837,2.64,47.39
6246,153428,-3.81,21.65
6419,27259,18.82,43.42
6556,149342,-4.14,29.88
6560,93373,-8.16,237.37
7402,46945,14.62,244.47
8049,151643,-6.18,-26.72
8064,454402,30.64,93.68
8069,1428276,-6.06,-5.34
8087,3053,-29.55,-6.26
8111,110674,3.27,29.13
8240,883049,-6.93,2.36
3081,200489,-10.13,17.95
3095,44189,3.19,101.38
3152,280227,5.68,64.83
3163,203513,0.52,-33.94
3221,229712,-3.87,14.25
3234,122171,1.52,-6.17
3306,104667,-8.81,6.91
3363,147164,10.94,-14.58
3466,55247,-46.10,-64.51
3491,132684,-5.04,-6.93
3499,39079,-4.89,18.51
3558,707360,-1.38,20.00
3564,113125,-7.95,-1.07
3632,33919,-11.33,71.72
3672,60666,20.37,24.60
3684,57621,-9.34,38.97
4903,51813,-24.26,-67.48
4905,4122,-49.52,-34.63
4908,64180,6.52,4.86
4909,74725,0.52,49.92
4979,94754,62.36,-23.80
5348,10792,27.54,185.20
5353,91458,-0.36,-25.62
6109,106940,19.83,41.19
6143,449371,-8.16,-4.07
6163,518347,48.45,50.92
6170,257382,3.75,-20.37
6190,611405,-6.62,59.35
6218,54824,44.99,-15.13
6241,13487,8.96,7.26
6245,533028,-15.44,7.55
6263,120896,0.68,59.47
6417,83740,2.27,-0.30
6465,15153,7.56,-54.59
6470,123228,-10.49,0.01
6486,101815,-0.20,-14.20
6530,22432,-1.00,2.42
6561,229898,-0.45,10.87
6588,16947,11.09,-33.22
8034,22605,-59.86,1.39
8048,72417,13.66,9.31
8059,88680,-27.98,6.82
8089,135307,23.27,-36.62
8097,34533,4.64,573.15
8171,70055,379.30,155.10
8176,41441,607.78,-18.08
1336,187035,51.93,98.58
1595,179037,-4.30,-18.26
1815,440264,2.32,55.61
3078,922199,-13.94,66.80
3089,13378,-54.15,-64.79
3114,294398,0.23,0.93
3115,41028,23.75,21.99
3144,218277,1.11,-9.79
3191,24864,13.26,12.69
3202,448297,19.97,-7.05
3206,433191,16.01,80.62
3207,81398,8.90,10.83
3217,242997,-4.10,-6.16
3236,194996,-6.26,14.82
3276,115009,0.77,30.85
3288,7893,-53.03,37.65
3290,108531,15.20,-18.32
3294,410942,-5.42,15.79
3310,117775,6.54,19.10
3313,4054,405300.00,-75.65
3322,330292,-3.34,66.79
3332,84027,-19.40,-10.94
3354,10606,-39.78,-22.64
3357,504144,-2.92,25.43
3388,730784,-16.78,10.04
3390,61778,-0.30,21.71
3465,217623,-22.23,85916.99
3484,549819,-5.70,55.73
3492,73732,-9.68,33.35
3511,269995,187.63,293.61
3512,119634,322.27,-44.90
3520,107240,16.33,7.02
3526,250946,15.36,-3.26
3537,287089,1.08,-9.38
3548,541648,7.00,9.31
3597,89029,-5.07,38.89
3609,53306,37.94,19.30
3624,252517,5.80,41.90
3631,17519,24.49,-41.15
3646,74823,18.52,53.17
3689,535176,13.46,9.85
3710,614460,-6.37,-19.19
4542,45947,33.88,25.48
4939,155391,1.81,-0.91
4974,337493,-9.51,7.92
5291,130289,6.36,35.24
5309,176206,-12.88,82.89
5321,227780,7.00,42.53
5328,96169,23.21,19.73
5340,125281,-8.10,-6.21
5345,806,-55.44,43.16
5355,52276,-13.21,-19.75
5381,29764,-31.34,4.47
5439,275678,2.07,24.05
5457,1203109,-2.12,-9.00
5460,42106,1.24,-33.09
5464,134044,-17.49,55.53
5475,173894,2.55,158.89
5488,101602,-19.39,-12.92
5498,130936,-0.18,21.34
6114,179140,-7.74,13.67
6124,258821,10.68,-3.24
6126,346867,-6.51,-0.87
6127,83911,-7.38,23.48
6134,151561,-14.04,22.24
6156,400389,8.70,5.96
6158,200322,2.32,10.57
6173,528309,-0.60,24.01
6174,46475,3.51,20.53
6175,331156,-1.43,22.85
6185,48905,17.19,-43.47
6194,141889,7.71,3.25
6203,432640,3.55,39.44
6204,54641,24.34,78.20
6207,124652,-7.85,-17.77
6208,270043,13.99,26.12
6210,49920,-8.91,-17.24
6217,200399,-12.26,-4.40
6220,988506,-6.14,8.43
6259,18979,0.30,-7.16
6266,202732,1.53,97.53
6274,1770181,2.40,-5.51
6279,400481,-1.30,53.91
6284,577335,6.21,35.63
6290,722821,-6.50,18.40
6292,89751,-17.60,88.72
6418,81094,31.22,-4.44
6432,138012,33.00,49.97
6538,105104,-7.60,-37.57
6642,45886,-10.48,28.61
6664,152168,-2.62,7.76
6727,53270,-17.39,14.22
8038,3111,-32.00,-45.40
8042,333969,15.77,16.17
8043,457175,12.32,37.82
8071,322936,-12.10,1.56
8074,118229,-2.51,11.58
8080,15838,-39.32,806.58
8091,108519,-18.10,-2.60
8093,48391,-5.22,37.50
8109,123371,1.50,16.03
8121,262727,6.87,39.34
8147,94057,10.92,9.08
8155,224402,0.71,-18.07
8182,297239,2.54,23.66
8289,187074,-1.09,26.50
8291,18770,-10.09,-6.61
8358,722135,10.93,43.83
3224,128644,-16.49,-16.10
3232,90075,35.96,62.74
3360,909418,29.96,-57.99
3444,103884,-1.20,33.50
6113,159760,-23.75,84.63
6118,629383,-9.64,-6.12
6154,340644,0.12,5.76
6227,1280838,-3.61,85.93
6265,105817,7.08,9.96
6270,367033,9.41,5.02
8032,312569,1.59,23.18
8067,16032,-17.68,-7.02
8068,17533,-48.02,-87.19
8084,65615,-14.41,6.02
8096,2503965,-1.96,49.45
3147,384650,18.49,107.20
3570,117455,3.67,24.38
4953,484436,1.54,11.84
5201,14314,-2.70,-46.75
5202,13916,-28.36,-17.32
5209,368984,3.14,55.12
5210,15828,-5.77,-0.36
5211,11096,-8.58,-26.82
5212,68538,6.48,7.05
5310,557,-18.44,-90.22
5403,294633,-5.48,96.64
5410,221614,-25.78,-20.46
6140,182467,6.46,7.58
6148,25368,-49.80,-62.47
6221,222397,-12.62,-41.13
6231,103341,-2.24,-2.94
6240,1099,-0.36,-2.48
6516,22875,-21.56,23.35
6590,35846,-12.22,17.83
6593,47195,-22.29,37.37
6690,54440,-30.54,14.55
6697,65077,-25.77,17.82
6751,94251,-0.12,-10.59
6752,90857,12.67,3.76
8099,363660,8.74,-9.49
8284,171745,-1.70,15.52
8416,104078,-9.02,20.81
1785,2510354,-2.46,7.04
3067,4527,2.51,-1.39
3093,162214,3.88,-6.71
3131,270941,12.24,47.59
3285,88858,22.60,98.06
3289,267197,-7.60,9.70
3303,211328,-18.66,27.23
3324,1026807,-16.30,-0.74
3373,100512,-2.41,-52.33
3402,293346,8.82,30.31
3498,208296,27.24,215.41
3508,96536,-12.01,55.92
3541,129193,1.28,-17.39
3551,172872,-2.86,5.47
3552,654369,-4.58,36.83
3580,54488,6.23,82.90
3587,257165,-5.54,6.10
3628,234800,2.58,35.35
3642,29298,17.58,-11.04
3663,235269,-10.27,37.08
4554,34540,1.53,37.82
4760,154568,5.82,52.57
5205,1438,29.20,-67.12
5383,111195,19.48,28.14
5452,580235,-9.09,58.41
5489,141351,8.22,25.33
5493,246711,-2.96,12.45
5536,1934219,37.68,37.77
6146,345315,1.51,23.31
6151,258494,0.25,93.96
6187,250955,-5.36,107.54
6247,58478,-18.61,-6.77
6275,349956,-6.81,0.38
6512,13033,-27.68,-28.60
6613,488100,44.41,30.47
6654,92741,13.51,103.89
6667,108216,-24.51,2.57
8047,47635,0.13,41.92
8085,84794,-2.93,21.47
8092,28085,20.17,-6.14
8183,341512,-16.29,33.21
8383,258470,-3.99,4.52
8431,90067,-21.18,1.92
8908,530753,-6.25,-2.44
8917,214211,0.41,2.13
8927,454316,0.16,71.74
8931,136145,-6.52,-17.57
2596,15482,20271.05,10.69
3188,191949,8.30,160.28
3489,240047,-57.75,69.27
4113,26009,10.59,-49.64
4416,7949,0.65,4.19
4907,17328,-88.48,-76.13
5206,13446,-50.71,-48.86
5213,107615,-89.67,-66.95
5324,35697,3.95,333.68
5455,171,-1.15,8.91
5508,558305,45.34,246.81
5511,429391,-14.67,6.22
5512,372847,-22.80,-9.21
5514,480,0.00,-75.37
5516,126343,-16.52,121.30
5520,223333,-7.69,1.34
5523,575950,46.60,133221.75
5529,6962,8.67,-10.20
6171,37947,-78.22,199621.05
6186,736807,-44.54,185.01
6212,237,0.00,0.00
6219,87076,-10.90,-30.04
6264,42683,-75.65,255.30
8424,78870,-2.32,13.73
2641,76943,10.01,20.85
2643,355456,-2.10,2.21
5601,6260,1.03,-6.20
5603,150041,8.98,13.11
5604,11768,0.96,13.16
5609,2618891,12.69,22.30
1259,433647,0.99,18.29
1268,287397,-0.26,151.79
2718,5167,107.92,219.34
2719,4352,88.39,225.01
2729,403688,8.06,70.63
2732,348967,-8.87,65.99
2734,27989,-9.04,191.70
2736,50529,-3.33,184.15
2740,13367,4.09,15.15
2743,36158,113.00,231.66
2745,21114,37.55,123.42
2752,172892,7.06,120.77
2754,244908,-2.36,89.80
2755,136274,1.54,25.20
3252,39395,22.58,128.93
3522,68176,-8.95,385.27
5301,6996,5.42,261.92
5364,34059,11.23,161.34
5701,41712,10.83,295.07
5703,20520,1.74,42.68
5704,35845,-1.05,88.03
8077,36585,18.48,215.25
5820,1059846,3.86,30.79
5864,496631,176.79,185.96
5878,82922,22.92,-9.08
6015,569812,83.90,146.83
6016,463640,85.85,75.65
6020,157335,10.15,151.14
6021,113969,14.28,168.40
6023,284501,-24.44,3.45
6026,210165,-26.08,59.76
2916,124288,11.75,57.74
2937,227386,15.45,1.18
3171,157823,4.70,28.86
5902,137457,-7.18,33.76
5903,7034902,-2.08,8.23
5904,1449265,3.23,22.63
5905,89685,23.81,70.26
6195,184331,21.06,60.69
6728,218366,16.30,59.69
8066,612950,-7.21,246.41
8433,194373,18.77,15.78
8941,283370,28.07,48.07
9960,73996,-19.87,82.92
1584,74531,4.84,8.95
2221,124096,25.11,20.76
2640,183959,3.20,26.43
3284,56220,24.96,18.15
4430,223050,8.97,85.70
4529,108,-70.81,-84.11
4541,75938,3.99,-22.56
4556,50408,25.22,-5.42
4950,8233,-41.05,63.35
5306,629388,-6.51,53.26
5398,33315,10.60,12.72
5450,265227,-4.73,6.05
5481,7701,-9.73,4.51
5530,270278,-26.03,8.23
6179,181204,-29.54,-4.17
6199,5852,2.05,52.19
6236,2385,-23.31,2.49
6624,9350,-59.03,51.51
6803,426190,-7.91,-1.83
8342,107006,-12.87,-13.58
8390,357597,-15.12,47.28
8401,115493,0.79,37.87
8420,200280,5.01,125.55
8421,98350,-24.26,-14.70
8435,62157,-0.61,3.53
8440,67083,-8.27,33.80
8476,47258,-28.14,-0.54
8905,194349,-30.99,86.25
8906,14584,18.41,12.80
8916,697036,-2.67,6.39
8921,40655,-6.53,-0.23
8924,635842,6.44,104.31
8928,253560,-9.37,115.99
8929,65083,-24.17,-46.93
8932,113740,-3.45,18.69
8933,315209,-8.03,12.59
8935,128985,5.74,27.15
8936,338098,11.15,31.99
8937,8576,228.96,-72.32
8938,1652530,22.41,110.44
8942,443411,2.97,119.83
2926,408922,6.08,27.43
3064,24984,-43.42,-35.67
3083,23716,-6.78,-37.89
3086,21205,-2.02,188.97
3293,922588,-7.19,55.36
3546,108722,-11.02,-33.57
3629,24974,-3.91,-55.29
4806,0,11,60
4946,2799,-27.74,-73.08
5263,62491,-13.70,-10.77
5478,562202,10.45,-20.66
6101,200,39.86,-98.62
6111,48735,8.85,34.57
6144,19989,9.11,5.13
6169,746,1.35,-95.14
6180,751536,-23.49,-8.54
6294,91517,5.95,14.53
6482,20624,8.73,434.30
6542,52581,-12.65,-8.54
6596,54941,236.19,1291.26
8446,61797,-4.05,-36.51
8450,37892,6.87,12.70
8489,108871,-5.45,-1.92
8923,34020,-28.69,-12.67
9949,13276,7.02,43.44
1240,249389,5.95,33.23
4171,62985,-32.02,-22.13
6508,190488,-17.49,-14.84
6578,34426,-21.21,-33.69
3085,4125,-47.71,-56.47
3687,120907,-10.43,21.53
5278,116527,-1.94,55.77
5287,137633,-0.62,10.48
8044,3410554,-9.76,8.61
8472,35243,-1.43,26.75
8477,262801,-8.95,-33.62
